time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2),,
4.30078,10.0748,-1.37906,0.47884,,
4.31078,10.0556,-1.37906,0.363919,,
4.32079,10.0556,-1.35991,0.325611,,
4.33079,10.0556,-1.34075,0.325611,,
4.34079,10.0556,-1.28329,0.248997,,
4.35079,10.0556,-1.30245,0.229843,,
4.36079,10.0365,-1.30245,0.191536,,
4.37079,10.0556,-1.3216,0.0766145,,
4.3808,10.0556,-1.28329,0,,
4.3908,10.0365,-1.30245,-0.0574608,,
4.4008,10.0173,-1.28329,-0.114922,,
4.4108,10.0556,-1.20668,-0.114922,,
4.4208,10.0556,-1.18752,-0.172383,,
4.43081,10.094,-1.16837,-0.21069,,
4.44081,10.0748,-1.13006,-0.344765,,
4.45081,10.0748,-1.13006,-0.363919,,
4.46081,10.0748,-1.14922,-0.440533,,
4.47081,10.1131,-1.16837,-0.47884,,
4.48081,10.094,-1.16837,-0.459687,,
4.49082,10.1131,-1.14922,-0.497994,,
4.50082,10.1131,-1.0726,-0.593762,,
4.51082,10.1131,-1.09176,-0.651223,,
4.52082,10.094,-1.05345,-0.68953,,
4.53082,10.1131,-1.0726,-0.708684,,
4.54083,10.1323,-1.05345,-0.727837,,
4.55083,10.1131,-1.0726,-0.727837,,
4.56083,10.1131,-1.0726,-0.727837,,
4.57083,10.094,-1.0726,-0.746991,,
4.58083,10.094,-1.05345,-0.746991,,
4.59083,10.0748,-1.0726,-0.766145,,
4.60084,10.0748,-1.01514,-0.746991,,
4.61084,10.0748,-1.0343,-0.746991,,
4.62084,10.0748,-1.01514,-0.68953,,
4.63084,10.0556,-0.976834,-0.670376,,
4.64084,10.0556,-0.995988,-0.632069,,
4.65085,10.0556,-0.995988,-0.632069,,
4.66085,10.0748,-1.01514,-0.612916,,
4.67085,10.0365,-1.0726,-0.555455,,
4.68085,10.0365,-1.09176,-0.517148,,
4.69085,10.0556,-1.11091,-0.42138,,
4.70085,10.0556,-1.0726,-0.363919,,
4.71086,10.0556,-1.05345,-0.363919,,
4.72086,10.0365,-1.01514,-0.363919,,
4.73086,10.0748,-0.938527,-0.325611,,
4.74086,10.094,-0.957681,-0.287304,,
4.75086,10.0556,-0.957681,-0.191536,,
4.76087,10.0748,-0.957681,-0.134075,,
4.77087,10.0748,-0.976834,-0.0574608,,
4.78087,10.1131,-1.01514,0,,
4.79087,10.1131,-1.0343,0.0766145,,
4.80087,10.1323,-1.05345,0.134075,,
4.81087,10.1323,-1.0726,0.172383,,
4.82088,10.1131,-1.09176,0.172383,,
4.83088,10.1131,-1.09176,0.268151,,
4.84088,10.1131,-1.0726,0.306458,,
4.85088,10.1131,-1.0343,0.344765,,
4.86088,10.1131,-0.995988,0.42138,,
4.87089,10.1131,-0.976834,0.47884,,
4.88089,10.1131,-0.976834,0.459687,,
4.89089,10.094,-1.0343,0.536301,,
4.90089,10.0556,-1.0343,0.593762,,
4.91089,10.0556,-1.05345,0.593762,,
4.92089,10.0748,-1.05345,0.651223,,
4.9309,10.0556,-1.09176,0.708684,,
4.9409,10.0556,-1.11091,0.670376,,
4.9509,10.0365,-1.18752,0.708684,,
4.9609,9.99819,-1.18752,0.670376,,
4.9709,10.0173,-1.16837,0.670376,,
4.98091,10.0365,-1.16837,0.670376,,
4.99091,10.0173,-1.11091,0.708684,,
5.00091,10.0173,-1.05345,0.708684,,
5.01091,10.0173,-1.0726,0.708684,,
5.02091,10.0365,-1.09176,0.670376,,
5.03091,10.0365,-1.13006,0.632069,,
5.04092,10.0173,-1.16837,0.632069,,
5.05092,10.0365,-1.18752,0.632069,,
5.06092,10.0556,-1.22583,0.555455,,
5.07092,10.0556,-1.26414,0.536301,,
5.08092,10.0556,-1.30245,0.47884,,
5.09093,10.0748,-1.24498,0.383072,,
5.10093,10.094,-1.26414,0.344765,,
5.11093,10.094,-1.24498,0.268151,,
5.12093,10.094,-1.24498,0.268151,,
5.13093,10.1131,-1.22583,0.191536,,
5.14093,10.1323,-1.18752,0.134075,,
5.15094,10.1323,-1.18752,0.0766145,,
5.16094,10.1131,-1.22583,-0.0383072,,
5.17094,10.1323,-1.26414,-0.0574608,,
5.18094,10.1131,-1.30245,-0.134075,,
5.19094,10.1323,-1.34075,-0.21069,,
5.20095,10.1131,-1.35991,-0.248997,,
5.21095,10.1323,-1.35991,-0.287304,,
5.22095,10.1323,-1.35991,-0.363919,,
5.23095,10.094,-1.35991,-0.42138,,
5.24095,10.1131,-1.35991,-0.497994,,
5.25095,10.1131,-1.3216,-0.574608,,
5.26096,10.1131,-1.34075,-0.632069,,
5.27096,10.0748,-1.34075,-0.651223,,
5.28096,10.0748,-1.34075,-0.651223,,
5.29096,10.0556,-1.39821,-0.746991,,
5.30096,10.0365,-1.41737,-0.785298,,
5.31097,10.0365,-1.43652,-0.823605,,
5.32097,9.99819,-1.41737,-0.842759,,
5.33097,10.0556,-1.39821,-0.881066,,
5.34097,10.0365,-1.41737,-0.881066,,
5.35097,10.0173,-1.43652,-0.90022,,
5.36097,10.0556,-1.45567,-0.919373,,
5.37098,10.0556,-1.49398,-0.938527,,
5.38098,10.0556,-1.53229,-0.957681,,
5.39098,10.0556,-1.53229,-0.957681,,
5.40098,10.0556,-1.55144,-0.938527,,
5.41098,10.0365,-1.55144,-0.881066,,
5.42099,10.0365,-1.55144,-0.861913,,
5.43099,10.0365,-1.53229,-0.823605,,
5.44099,10.0556,-1.53229,-0.785298,,
5.45099,10.0748,-1.51314,-0.785298,,
5.46099,10.0748,-1.53229,-0.727837,,
5.47099,10.094,-1.53229,-0.708684,,
5.481,10.1131,-1.51314,-0.593762,,
5.491,10.094,-1.51314,-0.536301,,
5.501,10.1131,-1.5706,-0.459687,,
5.511,10.1131,-1.62806,-0.402226,,
5.521,10.0748,-1.68552,-0.42138,,
5.53101,10.094,-1.70467,-0.363919,,
5.54101,10.0748,-1.70467,-0.306458,,
5.55101,10.0556,-1.74298,-0.191536,,
5.56101,10.0748,-1.68552,-0.114922,,
5.57101,10.094,-1.64721,-0.114922,,
5.58102,10.0748,-1.6089,0.0191536,,
5.59102,10.094,-1.55144,0.0574608,,
5.60102,10.094,-1.58975,0.0957681,,
5.61102,10.0748,-1.64721,0.172383,,
5.62102,10.094,-1.66636,0.191536,,
5.63102,10.0748,-1.72383,0.268151,,
5.64103,10.0556,-1.78129,0.306458,,
5.65103,10.0365,-1.81959,0.402226,,
5.66103,9.99819,-1.8579,0.402226,,
5.67103,10.0173,-1.81959,0.42138,,
5.68103,9.99819,-1.76213,0.47884,,
5.69104,9.99819,-1.68552,0.536301,,
5.70104,10.0173,-1.64721,0.555455,,
5.71104,10.0365,-1.5706,0.593762,,
5.72104,10.0365,-1.5706,0.574608,,
5.73104,10.0173,-1.62806,0.574608,,
5.74104,10.0365,-1.70467,0.593762,,
5.75105,9.97903,-1.78129,0.651223,,
5.76105,9.99819,-1.80044,0.651223,,
5.77105,9.97903,-1.87705,0.651223,,
5.78105,9.99819,-1.87705,0.632069,,
5.79105,9.97903,-1.8579,0.593762,,
5.80106,9.99819,-1.83875,0.574608,,
